[2026-05-24 15:32:04] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:29] LOCAL: 192.168.137.41:49469 | REMOTE: 172.172.255.216:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:29] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:29] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:29] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:29] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:29] LOCAL: 0.0.0.0:52905 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:29] LOCAL: 0.0.0.0:62872 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:29] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:29] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:29] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:29] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:29] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:29] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:29] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:29] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:29] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:29] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:38:29] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:29] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:29] LOCAL: 192.168.137.41:63451 | REMOTE: 192.178.192.17:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:29] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:29] LOCAL: 192.168.137.41:55142 | REMOTE: 172.172.255.218:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:29] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:29] LOCAL: 192.168.137.41:59806 | REMOTE: 52.123.128.14:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:29] LOCAL: 192.168.137.41:58984 | REMOTE: 4.149.227.78:443 | STATUS: TIME_WAIT
[2026-05-24 15:38:29] LOCAL: 192.168.137.41:59807 | REMOTE: 23.222.201.243:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:29] LOCAL: 192.168.137.41:58979 | REMOTE: 4.149.227.78:443 | STATUS: TIME_WAIT

[2026-05-24 15:38:29] Connections checked: 111 | External: 8 | Suspicious: 0

[2026-05-24 15:38:34] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:34] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:34] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:34] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:34] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:34] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:34] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:34] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:34] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:34] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:34] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:34] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:34] LOCAL: 192.168.137.41:49469 | REMOTE: 172.172.255.216:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:34] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:34] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:34] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:34] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:34] LOCAL: 0.0.0.0:52905 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:34] LOCAL: 0.0.0.0:62872 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:34] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:34] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:34] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:34] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:34] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:34] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:34] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:34] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:34] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:34] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:38:34] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:34] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:34] LOCAL: 192.168.137.41:63451 | REMOTE: 192.178.192.17:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:34] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:34] LOCAL: 192.168.137.41:55142 | REMOTE: 172.172.255.218:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:34] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:34] LOCAL: 192.168.137.41:59806 | REMOTE: 52.123.128.14:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:34] LOCAL: 192.168.137.41:58984 | REMOTE: 4.149.227.78:443 | STATUS: TIME_WAIT
[2026-05-24 15:38:34] LOCAL: 192.168.137.41:59807 | REMOTE: 23.222.201.243:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:34] LOCAL: :::58039 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:34] LOCAL: 192.168.137.41:58979 | REMOTE: 4.149.227.78:443 | STATUS: TIME_WAIT

[2026-05-24 15:38:34] Connections checked: 113 | External: 7 | Suspicious: 0

[2026-05-24 15:38:39] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:39] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:39] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:39] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:39] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:39] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:39] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:39] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:39] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:39] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:39] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:39] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:39] LOCAL: 192.168.137.41:49469 | REMOTE: 172.172.255.216:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:39] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:39] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:39] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:39] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:39] LOCAL: 0.0.0.0:52905 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:39] LOCAL: 0.0.0.0:62872 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:39] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:39] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:39] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:39] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:39] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:39] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:39] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:39] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:39] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:39] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:38:39] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:39] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:39] LOCAL: 192.168.137.41:63451 | REMOTE: 192.178.192.17:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:39] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:39] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:39] LOCAL: 192.168.137.41:59806 | REMOTE: 52.123.128.14:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:39] LOCAL: 192.168.137.41:58984 | REMOTE: 4.149.227.78:443 | STATUS: TIME_WAIT
[2026-05-24 15:38:39] LOCAL: 192.168.137.41:59807 | REMOTE: 23.222.201.243:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:39] LOCAL: :::58039 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:39] LOCAL: 192.168.137.41:58979 | REMOTE: 4.149.227.78:443 | STATUS: TIME_WAIT
[2026-05-24 15:38:39] LOCAL: :::49706 | REMOTE: N/A:N/A | STATUS: LISTEN

[2026-05-24 15:38:39] Connections checked: 112 | External: 6 | Suspicious: 0

[2026-05-24 15:38:44] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:44] LOCAL: :::62635 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:44] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:44] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:44] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:44] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:44] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:44] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:44] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:44] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:44] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:44] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:44] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:44] LOCAL: 192.168.137.41:49469 | REMOTE: 172.172.255.216:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:44] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:44] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:44] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:44] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:44] LOCAL: 0.0.0.0:52905 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:44] LOCAL: 0.0.0.0:62872 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:44] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:44] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:44] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:44] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:44] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:44] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:44] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:44] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:44] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:44] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:38:44] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:44] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:44] LOCAL: 192.168.137.41:63451 | REMOTE: 192.178.192.17:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:44] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:44] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:44] LOCAL: 192.168.137.41:59806 | REMOTE: 52.123.128.14:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:44] LOCAL: 192.168.137.41:58984 | REMOTE: 4.149.227.78:443 | STATUS: TIME_WAIT
[2026-05-24 15:38:44] LOCAL: 192.168.137.41:59807 | REMOTE: 23.222.201.243:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:44] LOCAL: :::58039 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:44] LOCAL: 192.168.137.41:58979 | REMOTE: 4.149.227.78:443 | STATUS: TIME_WAIT

[2026-05-24 15:38:44] Connections checked: 116 | External: 6 | Suspicious: 0

[2026-05-24 15:38:49] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:49] LOCAL: :::62635 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:49] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:49] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:49] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:49] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:49] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:49] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:49] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:49] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:49] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:49] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:49] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:49] LOCAL: 192.168.137.41:49469 | REMOTE: 172.172.255.216:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:49] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:49] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:49] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:49] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:49] LOCAL: 0.0.0.0:52905 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:49] LOCAL: 0.0.0.0:62872 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:49] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:49] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:49] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:49] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:49] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:49] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:49] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:49] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:49] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:49] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:38:49] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:49] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:49] LOCAL: 192.168.137.41:63451 | REMOTE: 192.178.192.17:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:49] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:49] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:49] LOCAL: 192.168.137.41:59806 | REMOTE: 52.123.128.14:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:49] LOCAL: 192.168.137.41:58984 | REMOTE: 4.149.227.78:443 | STATUS: TIME_WAIT
[2026-05-24 15:38:49] LOCAL: 192.168.137.41:59807 | REMOTE: 23.222.201.243:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:49] LOCAL: :::58039 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:49] LOCAL: 192.168.137.41:58979 | REMOTE: 4.149.227.78:443 | STATUS: TIME_WAIT

[2026-05-24 15:38:49] Connections checked: 116 | External: 6 | Suspicious: 0

[2026-05-24 15:38:54] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:54] LOCAL: :::62635 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:54] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:54] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:54] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:54] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:54] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:54] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:54] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:54] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:54] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:54] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:54] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:54] LOCAL: 192.168.137.41:52587 | REMOTE: 142.250.137.18:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:54] LOCAL: 192.168.137.41:49469 | REMOTE: 172.172.255.216:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:54] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:54] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:54] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:54] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:54] LOCAL: 0.0.0.0:62872 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:54] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:54] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:54] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:54] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:54] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:54] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:54] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:54] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:54] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:54] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:38:54] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:54] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:54] LOCAL: 192.168.137.41:63451 | REMOTE: 192.178.192.17:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:54] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:54] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:54] LOCAL: 192.168.137.41:59806 | REMOTE: 52.123.128.14:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:54] LOCAL: 192.168.137.41:58984 | REMOTE: 4.149.227.78:443 | STATUS: TIME_WAIT
[2026-05-24 15:38:54] LOCAL: 192.168.137.41:59807 | REMOTE: 23.222.201.243:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:54] LOCAL: 192.168.137.41:58979 | REMOTE: 4.149.227.78:443 | STATUS: TIME_WAIT
[2026-05-24 15:38:54] LOCAL: :::49706 | REMOTE: N/A:N/A | STATUS: LISTEN

[2026-05-24 15:38:54] Connections checked: 114 | External: 7 | Suspicious: 0

[2026-05-24 15:38:59] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:59] LOCAL: :::62635 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:59] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:59] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:59] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:59] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:59] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:59] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:59] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:59] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:59] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:59] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:59] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
